Date,Timestamp,Open,High,Low,Close,Volume
20150518,00:00:00,1.14441,1.14468,1.12987,1.13241,196965.088839963
20150519,00:00:00,1.13242,1.13259,1.11184,1.11425,235738.118605427
20150520,00:00:00,1.11425,1.11522,1.10621,1.11012,246556.608432345
20150521,00:00:00,1.11014,1.11813,1.10797,1.11091,224327.298679218
20150522,00:00:00,1.11092,1.12083,1.10023,1.10074,207519.978784882
20150524,00:00:00,1.10016,1.10095,1.09644,1.09911,12456.2399568632
20150525,00:00:00,1.09911,1.10067,1.0959,1.09682,90452.9995713457
20150526,00:00:00,1.09683,1.09706,1.08633,1.08864,226972.578738242
20150527,00:00:00,1.08864,1.0929,1.08192,1.08975,216670.788748734
20150528,00:00:00,1.08975,1.09742,1.08671,1.09624,233974.958829835
20150529,00:00:00,1.09624,1.10062,1.09258,1.09831,208334.748834781
20150531,00:00:00,1.09803,1.09885,1.09521,1.09571,7431.9299716875
20150601,00:00:00,1.09571,1.0979,1.08873,1.09215,223345.208723873
20150602,00:00:00,1.09219,1.11942,1.09159,1.11476,255799.278820977
20150603,00:00:00,1.11477,1.1285,1.10794,1.12609,256029.038759358
20150604,00:00:00,1.12609,1.13798,1.11798,1.12073,263565.658936709
20150605,00:00:00,1.12071,1.12801,1.10495,1.11124,230744.898862176
20150607,00:00:00,1.10966,1.11111,1.10945,1.11023,6807.2799718827
20150608,00:00:00,1.11023,1.13068,1.10842,1.128,220008.53883782
20150609,00:00:00,1.12802,1.13454,1.1214,1.12926,224126.868772537
20150610,00:00:00,1.12926,1.13865,1.126,1.13099,246727.998689972
20150611,00:00:00,1.13099,1.13315,1.1182,1.12458,203174.368918359
20150612,00:00:00,1.12457,1.12965,1.11512,1.12648,214306.688839547
20150614,00:00:00,1.12102,1.1231,1.12086,1.12242,9272.86996983737
20150615,00:00:00,1.1224,1.12944,1.11891,1.12753,200393.228905663
20150616,00:00:00,1.12752,1.13298,1.12048,1.12413,190242.31888371
20150617,00:00:00,1.12414,1.13702,1.12065,1.13631,218315.149180375
20150618,00:00:00,1.13626,1.14364,1.13383,1.13712,236294.858853094
20150619,00:00:00,1.13714,1.13872,1.1292,1.13487,167226.149116553
20150621,00:00:00,1.13771,1.1378,1.13575,1.13613,6563.99997220188
20150622,00:00:00,1.13613,1.14102,1.1312,1.13451,178751.649187259
20150623,00:00:00,1.1345,1.1346,1.11351,1.11745,210434.488834873
20150624,00:00:00,1.11744,1.12347,1.11597,1.12054,191865.679292552
20150625,00:00:00,1.12056,1.12276,1.11537,1.12025,159940.949165195
20150626,00:00:00,1.12029,1.12197,1.11301,1.11625,163952.739138611
20150628,00:00:00,1.10049,1.10161,1.09545,1.09743,23489.479975678
20150629,00:00:00,1.09742,1.12783,1.09742,1.12181,233782.979196876
20150630,00:00:00,1.12184,1.12435,1.11124,1.11332,206006.709160686
20150701,00:00:00,1.11318,1.11713,1.10321,1.10368,192840.119053349
20150702,00:00:00,1.10368,1.11214,1.10365,1.10858,176969.789146237
20150703,00:00:00,1.10857,1.11177,1.1065,1.11092,123712.399477214
20150705,00:00:00,1.09932,1.1039,1.0969,1.09945,21552.8399907202
20150706,00:00:00,1.09946,1.10954,1.09936,1.10472,184236.309118986
20150707,00:00:00,1.10474,1.10517,1.09163,1.10074,235204.058747225
20150708,00:00:00,1.10073,1.10927,1.09743,1.10709,225358.708690859
20150709,00:00:00,1.10708,1.11249,1.09915,1.10605,195008.08914414
20150710,00:00:00,1.10606,1.12157,1.10549,1.11519,193591.949074134
20150712,00:00:00,1.10922,1.11443,1.10918,1.11292,10172.9199907258
20150713,00:00:00,1.11292,1.11968,1.0981,1.09825,207766.158918932
20150714,00:00:00,1.09828,1.10832,1.09653,1.10063,194135.139136977
20150715,00:00:00,1.10063,1.10355,1.09299,1.09376,195587.669017233
20150716,00:00:00,1.09376,1.09482,1.08553,1.08833,196679.149041504
20150717,00:00:00,1.08833,1.09069,1.08279,1.08279,160756.019274287
20150719,00:00:00,1.08295,1.0844,1.08282,1.083,7247.81999287754
20150720,00:00:00,1.08299,1.08702,1.08086,1.08333,156579.979333316
20150721,00:00:00,1.08334,1.09685,1.08116,1.09364,205610.939144261
20150722,00:00:00,1.09363,1.09666,1.08693,1.0924,189805.29932978
20150723,00:00:00,1.0924,1.10179,1.09216,1.09871,198293.399425194
20150724,00:00:00,1.0987,1.09957,1.09253,1.09812,139850.519487135
20150726,00:00:00,1.09813,1.09827,1.09689,1.09721,4898.92999495566
20150727,00:00:00,1.09723,1.11292,1.0971,1.10884,190748.409214027
20150728,00:00:00,1.10884,1.10996,1.10221,1.1065,160387.509376511
20150729,00:00:00,1.10651,1.1084,1.09669,1.09812,180100.659279704
20150730,00:00:00,1.09815,1.09847,1.08933,1.09404,175133.649248153
20150731,00:00:00,1.09404,1.1114,1.09211,1.0983,183491.529183313
20150802,00:00:00,1.09705,1.0983,1.0966,1.09674,6598.5199656859
20150803,00:00:00,1.09675,1.09957,1.09413,1.09506,146304.699407652
20150804,00:00:00,1.09507,1.09875,1.08789,1.0885,173856.259270392
20150805,00:00:00,1.08849,1.09342,1.08481,1.09029,198887.279017977
20150806,00:00:00,1.09029,1.09439,1.08737,1.09223,161694.589208648
20150807,00:00:00,1.09223,1.09783,1.08553,1.09647,169125.099282369
20150809,00:00:00,1.09627,1.09675,1.09581,1.09583,4991.61999487877
20150810,00:00:00,1.09583,1.10414,1.09254,1.10155,147200.669305257
20150811,00:00:00,1.10155,1.10882,1.09604,1.10417,186178.159197964
20150812,00:00:00,1.10416,1.12133,1.10242,1.11546,196166.719270289
20150813,00:00:00,1.11547,1.1189,1.108,1.11581,174057.569304191
20150814,00:00:00,1.11581,1.11887,1.10978,1.11079,138448.139444366
20150816,00:00:00,1.11155,1.11177,1.10913,1.1094,6170.27999189496
20150817,00:00:00,1.1094,1.11249,1.10588,1.10755,132293.129470736
20150818,00:00:00,1.10756,1.10938,1.10175,1.10298,127653.869456172
20150819,00:00:00,1.10298,1.11342,1.10178,1.11181,156793.419566385
20150820,00:00:00,1.11181,1.12446,1.11072,1.12349,170570.369383842
20150821,00:00:00,1.12349,1.13887,1.123,1.13828,190284.24930016
20150823,00:00:00,1.13748,1.1395,1.13697,1.13761,11773.7099654898
20150824,00:00:00,1.13761,1.17139,1.13692,1.15804,291241.819135934
20150825,00:00:00,1.15806,1.15845,1.13968,1.1553,244246.859274037
20150826,00:00:00,1.15534,1.15609,1.12914,1.13388,253189.339224629
20150827,00:00:00,1.13386,1.13644,1.1203,1.1243,225573.00916931
20150828,00:00:00,1.12429,1.13097,1.11559,1.118,173415.199378602
20150830,00:00:00,1.11703,1.12152,1.11693,1.12111,11057.509951137
20150831,00:00:00,1.12111,1.12624,1.11803,1.1224,147857.159523919
20150901,00:00:00,1.1224,1.1332,1.12232,1.12954,211138.249301188
20150902,00:00:00,1.12952,1.13005,1.12113,1.12118,178633.929356478
20150903,00:00:00,1.12122,1.12434,1.10873,1.1124,176111.969369441
20150904,00:00:00,1.11239,1.11895,1.10898,1.11499,165597.989507452
20150906,00:00:00,1.11627,1.11628,1.11421,1.1154,5879.13999860734
20150907,00:00:00,1.11539,1.11778,1.11213,1.11594,122926.579463221
20150908,00:00:00,1.11594,1.12296,1.11525,1.12066,176916.209317952
20150909,00:00:00,1.12067,1.12246,1.11317,1.1218,197632.619133011
20150910,00:00:00,1.12181,1.13018,1.11717,1.12823,201718.969241776
20150911,00:00:00,1.12824,1.13495,1.12542,1.13348,157984.459402308
20150913,00:00:00,1.13311,1.13593,1.13265,1.1342,9435.88997653872
20150914,00:00:00,1.1342,1.13732,1.12834,1.1308,162913.599364407
20150915,00:00:00,1.1308,1.13287,1.12588,1.12701,168986.889239714
20150916,00:00:00,1.12701,1.13204,1.1214,1.12907,166865.579254448
20150917,00:00:00,1.12908,1.14413,1.12846,1.14022,200598.299277596
20150918,00:00:00,1.14022,1.14599,1.12694,1.12974,184980.749225169
20150920,00:00:00,1.12807,1.12975,1.12807,1.12906,9704.96994698048
20150921,00:00:00,1.12906,1.13299,1.11812,1.1188,168580.359112054
20150922,00:00:00,1.11881,1.12075,1.11132,1.11203,166624.659245931
20150923,00:00:00,1.11203,1.12129,1.11051,1.11874,161791.329255894
20150924,00:00:00,1.11874,1.12958,1.116,1.118,189413.959262393
20150925,00:00:00,1.11799,1.12131,1.11161,1.11922,162383.179248571
20150927,00:00:00,1.11831,1.12007,1.11831,1.11993,5500.8699940443
20150928,00:00:00,1.11993,1.12477,1.11468,1.12292,182715.499051012
20150929,00:00:00,1.12293,1.12813,1.11939,1.1253,206660.058970034
20150930,00:00:00,1.12531,1.12614,1.11574,1.11704,189022.239099272
20151001,00:00:00,1.11704,1.1209,1.11351,1.11918,168171.49916292
20151002,00:00:00,1.11917,1.13183,1.11505,1.12077,173686.9293373
20151004,00:00:00,1.12173,1.12247,1.1207,1.12192,13439.2999944016
20151005,00:00:00,1.1219,1.12892,1.11734,1.11952,159890.639290184
20151006,00:00:00,1.11952,1.12796,1.1172,1.12676,152574.109384537
20151007,00:00:00,1.12676,1.12841,1.12115,1.12378,178127.599288166
20151008,00:00:00,1.12377,1.13273,1.12377,1.12844,182382.739268959
20151009,00:00:00,1.12843,1.13871,1.12671,1.13571,157861.529343866
20151011,00:00:00,1.13603,1.13692,1.13544,1.13675,19142.2600090578
20151012,00:00:00,1.13675,1.13968,1.13517,1.13518,121164.939446941
20151013,00:00:00,1.13519,1.1411,1.13442,1.13833,160910.059348531
20151014,00:00:00,1.13836,1.14891,1.13832,1.14736,180400.369276032
20151015,00:00:00,1.14736,1.1495,1.13632,1.13663,186005.45929195
20151016,00:00:00,1.13662,1.1395,1.13344,1.13466,141291.189474635
20151018,00:00:00,1.13563,1.13606,1.13513,1.13578,12334.2299675941
20151019,00:00:00,1.13578,1.13789,1.13058,1.13285,127274.169511646
20151020,00:00:00,1.13286,1.13871,1.1324,1.13543,134988.709448114
20151021,00:00:00,1.13544,1.13775,1.13345,1.13459,139439.429443777
20151022,00:00:00,1.13459,1.13509,1.10719,1.10818,211044.399122752
20151023,00:00:00,1.1082,1.11398,1.09966,1.10165,195562.659192741
20151025,00:00:00,1.1002,1.10245,1.09993,1.10186,13292.5599515438
20151026,00:00:00,1.10186,1.10682,1.10039,1.10589,147334.969349287
20151027,00:00:00,1.10589,1.10784,1.10303,1.10325,148987.839412905
20151028,00:00:00,1.10327,1.10956,1.08969,1.09236,176739.719323263
20151029,00:00:00,1.09236,1.09978,1.09036,1.09886,193133.819184728
20151030,00:00:00,1.09886,1.10722,1.09655,1.10033,171129.369428262
20151101,00:00:00,1.10354,1.10377,1.10186,1.10228,8666.09998489171
20151102,00:00:00,1.10227,1.10525,1.10002,1.10146,144148.609431639
20151103,00:00:00,1.10145,1.10301,1.09363,1.09617,162700.779282801
20151104,00:00:00,1.09617,1.09657,1.08442,1.08636,174248.489385881
20151105,00:00:00,1.08635,1.08972,1.08336,1.08835,171659.959280513
20151106,00:00:00,1.08834,1.08937,1.07056,1.07377,181077.669179194
20151108,00:00:00,1.07284,1.07354,1.07195,1.07292,6908.36997556686
20151109,00:00:00,1.07291,1.07899,1.07266,1.07599,190003.169097506
20151110,00:00:00,1.07601,1.0764,1.06744,1.07366,162956.819346845
20151111,00:00:00,1.07365,1.07737,1.07059,1.07633,162118.619336635
20151112,00:00:00,1.07633,1.083,1.06912,1.08081,203739.20912084
20151113,00:00:00,1.08082,1.08094,1.0714,1.07701,176144.199208111
20151115,00:00:00,1.07397,1.07452,1.06868,1.07001,18747.2699311301
20151116,00:00:00,1.07002,1.0758,1.06745,1.06871,183745.919077888
20151117,00:00:00,1.06873,1.06906,1.06308,1.0643,192813.599480495
20151118,00:00:00,1.0643,1.06923,1.06168,1.06712,176787.879265934
20151119,00:00:00,1.06712,1.07629,1.06671,1.07258,204101.709234461
20151120,00:00:00,1.07258,1.07281,1.06398,1.0645,180843.509265065
20151122,00:00:00,1.06383,1.0646,1.06353,1.06372,9207.3899737969
20151123,00:00:00,1.06375,1.06567,1.05926,1.06364,178194.18926803
20151124,00:00:00,1.06363,1.06734,1.06196,1.06428,180548.389290087
20151125,00:00:00,1.06427,1.06892,1.0566,1.06229,197808.119212709
20151126,00:00:00,1.06228,1.06272,1.05999,1.06063,112012.949557282
20151127,00:00:00,1.06063,1.0638,1.05684,1.05923,131506.699497007
20151129,00:00:00,1.05883,1.05939,1.05817,1.0583,5245.17998490483
20151130,00:00:00,1.05831,1.0595,1.05579,1.05697,165339.799522862
20151201,00:00:00,1.05696,1.0637,1.05632,1.06262,212908.939294308
20151202,00:00:00,1.06263,1.06324,1.05508,1.06104,218342.559045345
20151203,00:00:00,1.06105,1.09812,1.0522,1.09177,293167.26912304
20151204,00:00:00,1.09176,1.09562,1.08361,1.08818,260156.039178692
20151206,00:00:00,1.08703,1.08871,1.08684,1.08809,8114.17997045815
20151207,00:00:00,1.0881,1.08811,1.0796,1.08335,179276.22923667
20151208,00:00:00,1.08336,1.09023,1.08301,1.08923,203371.809133902
20151209,00:00:00,1.08922,1.10426,1.08791,1.10147,220629.1691944
20151210,00:00:00,1.10149,1.10214,1.09252,1.09468,195193.159217589
20151211,00:00:00,1.09468,1.10307,1.09265,1.09928,188903.679313406
20151213,00:00:00,1.09836,1.09926,1.09673,1.09804,12013.9699783176
20151214,00:00:00,1.09804,1.10485,1.09455,1.09912,227549.059010871
20151215,00:00:00,1.09912,1.10596,1.09046,1.09338,209032.309116744
20151216,00:00:00,1.09338,1.10116,1.08658,1.08732,237283.519082807
20151217,00:00:00,1.08735,1.08875,1.08026,1.08426,203021.319125742
20151218,00:00:00,1.08428,1.08745,1.08049,1.08632,198604.269161507
20151220,00:00:00,1.08539,1.08751,1.08483,1.08695,6424.65999229997
20151221,00:00:00,1.08695,1.09389,1.08479,1.09108,183833.029076241
20151222,00:00:00,1.0911,1.09842,1.09022,1.09486,163637.719332665
20151223,00:00:00,1.09485,1.09528,1.087,1.0908,134839.169453695
20151224,00:00:00,1.09081,1.09677,1.0908,1.09665,78394.349758178
20151225,00:00:00,1.09667,1.09734,1.09431,1.09646,4726.38999803364
20151227,00:00:00,1.09528,1.09703,1.09479,1.09637,4649.78997802734
20151228,00:00:00,1.09642,1.09923,1.09559,1.09745,118917.699526645
20151229,00:00:00,1.09746,1.09917,1.08991,1.09256,130524.589391507
20151230,00:00:00,1.09256,1.09436,1.0902,1.0935,125550.189474411
20151231,00:00:00,1.09349,1.09372,1.08529,1.08564,103298.8395973
20160103,00:00:00,1.0873,1.0873,1.08451,1.08516,5557.57999656349
20160104,00:00:00,1.08515,1.09463,1.07812,1.08237,193941.519153357
20160105,00:00:00,1.08239,1.08388,1.07107,1.07502,203779.469158374
20160106,00:00:00,1.07503,1.07993,1.07148,1.07766,225000.428824127
20160107,00:00:00,1.07766,1.09401,1.0771,1.09255,248091.808884665
20160108,00:00:00,1.09255,1.09299,1.08033,1.09235,225739.599067219
20160110,00:00:00,1.09172,1.09697,1.09172,1.09371,12790.0099887699
20160111,00:00:00,1.09371,1.09454,1.08479,1.08563,205385.149247654
20160112,00:00:00,1.08562,1.09002,1.08197,1.0843,238659.468833379
20160113,00:00:00,1.0843,1.08885,1.08049,1.08853,260915.40873716
20160114,00:00:00,1.08854,1.09432,1.08346,1.0857,283523.54867328
20160115,00:00:00,1.0857,1.09846,1.08563,1.0915,302146.428566769
20160117,00:00:00,1.09218,1.09276,1.09073,1.09183,11951.0399574488
20160118,00:00:00,1.09183,1.09237,1.08689,1.08925,190438.879105389
20160119,00:00:00,1.08925,1.09389,1.08595,1.09105,275003.368563436
20160120,00:00:00,1.09106,1.0976,1.08732,1.08746,322863.21845565
20160121,00:00:00,1.08745,1.0921,1.0778,1.0858,363617.848345131
20160122,00:00:00,1.08581,1.08629,1.07892,1.07947,335113.918410972
20160124,00:00:00,1.07913,1.07977,1.07893,1.07971,6192.88999117166
20160125,00:00:00,1.0797,1.08569,1.07899,1.08524,281230.158735543
20160126,00:00:00,1.08523,1.08743,1.08187,1.08617,286050.568570115
20160127,00:00:00,1.08616,1.09164,1.08507,1.0902,306419.438569538
20160128,00:00:00,1.0902,1.09676,1.08697,1.09352,318400.578464612
20160129,00:00:00,1.09353,1.09485,1.081,1.083,340410.478486978
20160131,00:00:00,1.0831,1.0834,1.08147,1.08253,9524.06999377161
20160201,00:00:00,1.08253,1.09128,1.08242,1.08958,288716.598594591
20160202,00:00:00,1.08957,1.09399,1.08924,1.09184,289006.958618902
20160203,00:00:00,1.09187,1.11455,1.09038,1.10929,357748.478503101
20160204,00:00:00,1.10928,1.12389,1.10696,1.11994,377078.558426552
20160205,00:00:00,1.11994,1.1247,1.11088,1.11561,322812.918665774
20160207,00:00:00,1.1142,1.11486,1.11417,1.11434,12227.9899610654
20160208,00:00:00,1.11434,1.12159,1.10865,1.1189,356181.458445854
20160209,00:00:00,1.1189,1.13379,1.11624,1.1288,400677.768165797
20160210,00:00:00,1.1288,1.13115,1.11606,1.12838,417243.328040287
20160211,00:00:00,1.12839,1.13762,1.12741,1.13159,412261.448103055
20160212,00:00:00,1.13161,1.13338,1.12141,1.12532,340865.288321674
20160214,00:00:00,1.12347,1.12499,1.12156,1.12232,12506.2499767765
20160215,00:00:00,1.12232,1.12389,1.1128,1.11762,258790.309046127
20160216,00:00:00,1.11762,1.11931,1.11242,1.11429,327288.688709125
20160217,00:00:00,1.1143,1.1179,1.1106,1.11204,338319.988730662
20160218,00:00:00,1.11205,1.11497,1.1071,1.11075,344235.178725764
20160219,00:00:00,1.11075,1.11392,1.10669,1.11284,319998.408698797
20160221,00:00:00,1.11103,1.11246,1.11101,1.11218,12360.799984172
20160222,00:00:00,1.11221,1.11238,1.10032,1.10251,319818.318903193
20160223,00:00:00,1.10251,1.10527,1.09901,1.10234,326591.568628401
20160224,00:00:00,1.10232,1.10461,1.09573,1.1014,363386.018456444
20160225,00:00:00,1.1014,1.10498,1.09867,1.10231,340465.618574888
20160226,00:00:00,1.10231,1.10683,1.09116,1.093,336133.648730353
20160228,00:00:00,1.09159,1.09287,1.09117,1.09244,13115.9599756673
20160229,00:00:00,1.09243,1.09625,1.08593,1.08853,344167.158751063
20160301,00:00:00,1.08853,1.08935,1.08342,1.08761,343274.958795853
20160302,00:00:00,1.0876,1.08809,1.08255,1.08692,340963.448560454
20160303,00:00:00,1.08693,1.09727,1.08536,1.09455,335634.18868947
20160304,00:00:00,1.09456,1.10434,1.09034,1.10055,337381.148629002
20160306,00:00:00,1.09886,1.09972,1.0988,1.09913,9280.26997959614
20160307,00:00:00,1.09913,1.10258,1.094,1.10123,316071.408860236
20160308,00:00:00,1.10123,1.10578,1.09936,1.10002,322509.148857586
20160309,00:00:00,1.10001,1.10349,1.09461,1.09858,330985.998795137
20160310,00:00:00,1.09859,1.12179,1.08222,1.11763,387736.088953294
20160311,00:00:00,1.11763,1.12096,1.10803,1.11468,326235.448850259
20160313,00:00:00,1.11355,1.11763,1.11339,1.11651,15699.1899941042
20160314,00:00:00,1.11651,1.11666,1.10779,1.10999,310620.618642688
20160315,00:00:00,1.11,1.11248,1.10719,1.1107,373821.228853121
20160316,00:00:00,1.11071,1.12421,1.10579,1.12161,348791.15866594
20160317,00:00:00,1.12161,1.13425,1.12055,1.13152,390560.778288886
20160318,00:00:00,1.13151,1.13368,1.12562,1.12696,324413.258843668
20160320,00:00:00,1.12575,1.12809,1.12575,1.12744,13698.7899961621
20160321,00:00:00,1.12744,1.12848,1.1233,1.12349,288874.808981374
20160322,00:00:00,1.1235,1.12599,1.11885,1.12211,309998.458817169
20160323,00:00:00,1.12211,1.12211,1.11594,1.11779,294407.459025376
20160324,00:00:00,1.11778,1.11877,1.11442,1.11644,270531.889133453
20160325,00:00:00,1.11644,1.11757,1.11529,1.11624,54683.2398975566
20160327,00:00:00,1.11615,1.11665,1.11559,1.11571,7547.2799859494
20160328,00:00:00,1.11572,1.12198,1.1153,1.12007,166510.959279567
20160329,00:00:00,1.12007,1.13033,1.1169,1.12892,309644.639043354
20160330,00:00:00,1.12893,1.13654,1.12863,1.13327,340341.528907157
20160331,00:00:00,1.13326,1.14118,1.13101,1.13785,293081.138902098
20160401,00:00:00,1.13785,1.14379,1.13347,1.13899,263826.349001788
20160403,00:00:00,1.13999,1.14,1.13878,1.13946,7257.79001633823
20160404,00:00:00,1.13952,1.14125,1.13574,1.13865,252373.049192019
20160405,00:00:00,1.13857,1.1405,1.13359,1.13805,245980.999278843
20160406,00:00:00,1.13805,1.14316,1.13266,1.14001,255691.459363408
20160407,00:00:00,1.14002,1.14539,1.13376,1.13668,284965.989129841
20160408,00:00:00,1.13667,1.14193,1.13491,1.1395,235422.709179051
20160410,00:00:00,1.14127,1.14144,1.13957,1.14047,13989.1600990817
20160411,00:00:00,1.14047,1.14473,1.13723,1.14102,237009.939402856
20160412,00:00:00,1.14101,1.14649,1.13453,1.13831,259334.849296458
20160413,00:00:00,1.1383,1.13912,1.12682,1.12779,265812.609263211
20160414,00:00:00,1.12779,1.12948,1.12339,1.12651,243598.559356742
20160415,00:00:00,1.1265,1.13169,1.12457,1.12823,193951.919565551
20160417,00:00:00,1.13002,1.13018,1.1289,1.12975,13452.1300052553
20160418,00:00:00,1.12978,1.13321,1.12737,1.13077,205265.119428962
20160419,00:00:00,1.13078,1.13845,1.13034,1.13583,223942.46933414
20160420,00:00:00,1.13583,1.13876,1.12905,1.13022,246967.139126703
20160421,00:00:00,1.13024,1.13981,1.12699,1.12902,262475.499121346
20160422,00:00:00,1.12902,1.13087,1.12181,1.12227,234473.629265852
20160424,00:00:00,1.12162,1.12338,1.1215,1.12312,16429.1600181013
20160425,00:00:00,1.12312,1.12781,1.12235,1.12664,234944.899264209
20160426,00:00:00,1.12663,1.13397,1.12562,1.12959,256540.149432719
20160427,00:00:00,1.12959,1.1361,1.12715,1.13264,273769.639208198
20160428,00:00:00,1.13264,1.13679,1.12959,1.13571,293027.168948039
20160429,00:00:00,1.13569,1.14592,1.13562,1.14503,272977.399144121
20160501,00:00:00,1.14593,1.14659,1.14528,1.14608,17794.4999845922
20160502,00:00:00,1.14608,1.1536,1.14482,1.15234,211397.359270178
20160503,00:00:00,1.15232,1.16162,1.14929,1.15008,273512.769301385
20160504,00:00:00,1.1501,1.15294,1.14661,1.1491,273581.87930765
20160505,00:00:00,1.14908,1.14938,1.13859,1.14004,223831.439642087
20160506,00:00:00,1.14004,1.14802,1.13866,1.14021,232429.379344605
20160508,00:00:00,1.13936,1.14008,1.13838,1.13853,7683.07000707835
20160509,00:00:00,1.13857,1.14199,1.13753,1.13832,216458.77960813
20160510,00:00:00,1.13831,1.14098,1.13587,1.1373,204446.949587144
20160511,00:00:00,1.13732,1.14466,1.13724,1.1424,185486.879729763
20160512,00:00:00,1.1424,1.14291,1.13706,1.13742,195163.619677678
20160513,00:00:00,1.13741,1.13785,1.1283,1.13097,238153.569581173
20160515,00:00:00,1.131,1.13195,1.13021,1.13172,9075.48002895713
20160516,00:00:00,1.13173,1.13422,1.13029,1.13151,175442.799855798
20160517,00:00:00,1.13151,1.13487,1.1302,1.1314,190460.729782969
20160518,00:00:00,1.13141,1.13161,1.12141,1.12195,234894.349577434
20160519,00:00:00,1.12196,1.12299,1.11801,1.12019,233208.639613174
20160520,00:00:00,1.1202,1.12375,1.11963,1.12222,164451.999782681
20160522,00:00:00,1.12081,1.12229,1.12081,1.12204,6436.93002108485
20160523,00:00:00,1.12204,1.12428,1.11875,1.12129,182541.209616862
20160524,00:00:00,1.12131,1.12271,1.11324,1.11352,215210.099231571
20160525,00:00:00,1.11352,1.11669,1.11289,1.11549,212477.709154911
20160526,00:00:00,1.11549,1.12168,1.11542,1.11915,210178.089397617
20160527,00:00:00,1.11915,1.12007,1.11109,1.11116,179006.21960105
20160529,00:00:00,1.11126,1.11154,1.11068,1.11082,10520.7700068951
20160530,00:00:00,1.1108,1.11495,1.10978,1.11475,118134.99979835
20160531,00:00:00,1.11476,1.11734,1.11222,1.1134,217690.099545211
20160601,00:00:00,1.11339,1.11939,1.11141,1.11875,221569.549429394
20160602,00:00:00,1.11874,1.12199,1.11453,1.11515,209480.899535596
20160603,00:00:00,1.11516,1.13736,1.11367,1.13658,232506.489180475
20160605,00:00:00,1.13533,1.13715,1.13448,1.13512,15770.8999458775
20160606,00:00:00,1.13511,1.13926,1.13263,1.13627,222857.309253991
20160607,00:00:00,1.13628,1.13804,1.13386,1.13557,181028.239434153
20160608,00:00:00,1.13557,1.14106,1.13545,1.14024,203979.499713227
20160609,00:00:00,1.14026,1.14155,1.13056,1.13097,201623.479777589
20160610,00:00:00,1.13098,1.13214,1.12452,1.12498,196036.649805032
20160612,00:00:00,1.1248,1.1253,1.12339,1.12381,13844.4699704349
20160613,00:00:00,1.12379,1.13028,1.12323,1.12877,201026.049577542
20160614,00:00:00,1.12877,1.12985,1.11889,1.12103,198706.829443939
20160615,00:00:00,1.12103,1.12975,1.11897,1.12611,206081.55934415
20160616,00:00:00,1.1261,1.12949,1.1131,1.12696,264771.609809399
20160617,00:00:00,1.12714,1.12962,1.12231,1.12732,199737.629591167
20160619,00:00:00,1.13285,1.13579,1.13085,1.13469,15954.8799672201
20160620,00:00:00,1.13468,1.13824,1.1302,1.13216,238362.039311752
20160621,00:00:00,1.13216,1.13495,1.12401,1.12494,218732.159399204
20160622,00:00:00,1.12495,1.13475,1.12366,1.13256,228912.959562533
20160623,00:00:00,1.13257,1.14278,1.12693,1.13328,264083.169567071
20160624,00:00:00,1.13332,1.13372,1.09116,1.10913,340410.14926555
20160626,00:00:00,1.10073,1.10748,1.10072,1.10392,22869.4899217561
20160627,00:00:00,1.10395,1.10837,1.09709,1.10137,293307.868817449
20160628,00:00:00,1.10136,1.11116,1.10128,1.10753,241435.599117659
20160629,00:00:00,1.10753,1.11303,1.10494,1.1122,244264.659251824
20160630,00:00:00,1.11221,1.11545,1.10241,1.1103,276727.989057541
20160701,00:00:00,1.11029,1.11693,1.1072,1.11365,218999.409338593
20160703,00:00:00,1.11253,1.1137,1.1125,1.11273,8775.48998957127
20160704,00:00:00,1.11273,1.11595,1.10979,1.11444,155125.289220154
20160705,00:00:00,1.11443,1.11863,1.10581,1.10635,215501.819247276
20160706,00:00:00,1.10634,1.11116,1.10291,1.10968,239953.999163143
20160707,00:00:00,1.10968,1.11072,1.10526,1.10636,202694.339599892
20160708,00:00:00,1.10634,1.11201,1.10018,1.10497,191901.109566778
20160710,00:00:00,1.10456,1.10532,1.10419,1.10439,12672.0899880007
20160711,00:00:00,1.10439,1.10746,1.10159,1.10567,192310.219741695
20160712,00:00:00,1.10567,1.11259,1.10521,1.106,221604.829478599
20160713,00:00:00,1.106,1.11199,1.1042,1.10949,227676.879613385
20160714,00:00:00,1.10948,1.11648,1.10884,1.11062,242565.64934957
20160715,00:00:00,1.11062,1.11488,1.10248,1.10295,217761.339660466
20160717,00:00:00,1.10454,1.10605,1.10446,1.10558,13288.7800351307
20160718,00:00:00,1.10561,1.10842,1.10376,1.10682,177076.39958781
20160719,00:00:00,1.10681,1.10804,1.1,1.10135,204481.999703646
20160720,00:00:00,1.10135,1.10301,1.09815,1.10163,676855.528772175
20160721,00:00:00,1.10163,1.10599,1.09796,1.1032,1109066.40785022
20160722,00:00:00,1.1032,1.1041,1.09555,1.09754,950224.337590516
20160724,00:00:00,1.09713,1.09755,1.0963,1.0969,38246.4700102508
20160725,00:00:00,1.0969,1.09987,1.09519,1.09891,901409.28880123
20160726,00:00:00,1.09891,1.10298,1.09783,1.09871,853359.258080579
20160727,00:00:00,1.09871,1.10737,1.09612,1.10671,922284.147467107
20160728,00:00:00,1.10671,1.11195,1.10591,1.10825,1100398.25690441
20160729,00:00:00,1.10825,1.11974,1.10727,1.11726,1069913.06633735
